F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.003303993337233826,0.009065631859204103,0.002457645184736451,8,28,4,11,14,12,7,25,19,3,0.0,0.0,0.0,0.01,0.612667175759129,0.0,0.0,0.01,0.1818011987457779,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13553162549509312,0.0,0.0
-0.00330399181851086,0.00906705441545737,0.00245907077843565,28,4,8,14,7,25,11,12,19,3,0.0,0.0,0.0,0.01,0.6130657377975537,0.0,0.0,0.01,0.18134712716126236,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13558713504118405,0.0,0.0
-0.003303996469226574,0.009068106340697584,0.0024601134022444364,4,8,28,11,19,14,7,3,12,25,0.0,0.0,0.0,0.01,0.6127134904402507,0.0,0.0,0.01,0.1835274583630199,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13375905119672943,0.0,0.0
-0.0033039925152593976,0.00907328455027622,0.0024652995197574244,4,8,28,3,19,25,11,7,12,14,0.0,0.0,0.0,0.01,0.613474204790186,0.0,0.0,0.01,0.18455837018132726,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1319674250284868,0.0,0.0
-0.003303981341536126,0.009061486086953677,0.0024535234038814257,4,28,8,19,14,12,11,3,25,7,0.0,0.0,0.0,0.01,0.6118217582826782,0.0,0.0,0.01,0.18190855091677097,0.0,0.0,0.01,0.01,0.0,0.010009395771271825,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13626029502927917,0.0,0.0
-0.003303996234736488,0.009067068239433181,0.002459075769960205,4,28,8,11,25,19,3,7,12,14,0.0,0.0,0.0,0.01,0.612453379887797,0.0,0.0,0.01,0.18373927408288276,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1338073460293202,0.0,0.0
-0.003303991900717328,0.009072577822661361,0.002464594021226705,4,28,8,14,12,25,11,3,7,19,0.0,0.0,0.0,0.01,0.6132304050044952,0.0,0.0,0.01,0.18496204791885126,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13180754707665357,0.0,0.0
-0.0033039963914092553,0.009068083768650408,0.0024600909858318977,28,4,8,19,12,3,11,25,14,7,0.0,0.0,0.0,0.01,0.6126727956971544,0.0,0.0,0.01,0.183668332797516,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1336588715053295,0.0,0.0
-0.003303984952590912,0.009059399007627221,0.002451429102445397,8,4,12,28,19,14,3,25,7,11,0.0,0.0,0.0,0.01,0.6115912385989377,0.0,0.0,0.01,0.18118369428334682,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13722506711771548,0.0,0.0
-0.0033039964760312726,0.009067736387662645,0.0024597434356001,28,4,8,14,3,11,25,7,12,19,0.0,0.0,0.0,0.01,0.6127190532225788,0.0,0.0,0.01,0.18322080662177806,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13406014015564321,0.0,0.0
-0.0033039935904416937,0.009072286618274321,0.002464299437390934,8,28,4,25,19,7,12,14,11,3,0.0,0.0,0.0,0.01,0.61347200958727,0.0,0.0,0.01,0.183801056327604,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01000376683149134,0.0,0.0,0.13272316725363456,0.0,0.0
-0.0033039964761402093,0.009067501668905947,0.002459508716625528,28,4,8,19,12,14,3,11,25,7,0.0,0.0,0.0,0.01,0.6126269564169815,0.0,0.0,0.01,0.18339814554162165,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1339748980413969,0.0,0.0
-0.0033039961705370584,0.009069695230157961,0.0024617028890838444,4,8,28,19,14,11,12,25,7,3,0.0,0.0,0.0,0.01,0.6131245886746925,0.0,0.0,0.01,0.18315277852705192,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13372263279825553,0.0,0.0
