F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.003594443552146134,0.008416728129986496,0.0012278410256942277,81,41,33,88,42,75,19,1,22,13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23349969154256675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2330410392403542,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.316402200816658,0.0,0.0,0.0,0.0,0.0,0.0,0.15705706840042113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035941719865938745,0.008409053257211745,0.0012207092840239959,41,33,81,13,88,22,75,19,35,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010013606480873183,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23313083541192775,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2341815124919817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3173848316209984,0.0,0.0,0.0,0.0,0.0,0.0,0.15528921399421902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944884776829317,0.008413626144582213,0.0012246491892163498,88,33,81,41,75,42,35,22,1,13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23145378362339325,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2322660970154725,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3182287675851834,0.0,0.0,0.0,0.0,0.0,0.0,0.15805135177595084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594491234487485,0.008415138459996271,0.0012261559910213013,41,33,88,81,1,22,13,75,42,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23313107675515726,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23108095624465808,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3184806755686639,0.0,0.0,0.0,0.0,0.0,0.0,0.1573072914315208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944845353022715,0.008412129891317139,0.0012231608207125956,33,41,88,81,13,75,42,1,22,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2324816244602612,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23174143157242236,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31705129392386705,0.0,0.0,0.0,0.0,0.0,0.0,0.15872565004344943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944841658048596,0.00841296819887256,0.0012239998672628409,22,81,88,33,1,13,41,75,42,35,0.0,0.01001124273779819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23204956452324427,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23363299815117564,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3164923480128435,0.0,0.0,0.0,0.0,0.0,0.0,0.15781384657493852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944926831439905,0.008419677887715365,0.001230692521427384,33,41,81,88,35,75,1,13,22,42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2322507083399272,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23210370622550308,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.32069347045307894,0.0,0.0,0.0,0.0,0.0,0.0,0.15495211498149086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594480885107066,0.008411862282427665,0.0012229005122135334,88,41,33,81,42,75,35,1,22,13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23101093996912817,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2323251930313818,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.317667324917149,0.0,0.0,0.0,0.0,0.0,0.0,0.15899654208234115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944732254545022,0.008410656863555367,0.001221710412646362,33,41,81,1,88,22,42,75,35,13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23051766557789644,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23240630934768958,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31740481840888457,0.0,0.0,0.0,0.0,0.0,0.0,0.15967120666552953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594445330193487,0.008418242118968617,0.0012293514585816436,41,33,88,81,13,22,42,75,19,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2324872628885962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23246077731879197,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3183437306198038,0.0,0.0,0.0,0.0,0.0,0.0,0.15670822917280802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
