F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-0.003322366552779586,0.007840941690689367,0.0011962085851301954,28,17,9,36,1,43,54,18,8,70,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05868900056140526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8418606639257814,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02945033551281339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232190676962007,0.007838005572589566,0.0011915674371971645,9,17,28,54,36,1,81,8,43,70,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05845496107866705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8391414441846204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032403594736712615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232186266884565,0.00783800994981671,0.001191572696439797,17,28,81,9,36,8,54,43,70,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.058091035452575844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839004539911632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03290442463579212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033224622739412525,0.007841058015206376,0.0011961334673238708,17,9,28,70,8,43,81,18,1,36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05723455237574875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8417438760869991,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03102157153725215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323218664011926,0.007838404164774718,0.0011919668367508663,28,17,36,54,1,43,9,8,70,81,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05903911027348064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396627686961949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03129812103032437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232190044208874,0.007838008528441909,0.0011915705196001338,17,9,28,8,70,36,43,1,81,54,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05900767575482622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393565089092262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031635815335947594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003317344420549785,0.007824808223472557,0.0011901193823729871,17,9,36,70,28,43,1,8,81,76,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05651640692583777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8401514663644174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333321267097448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232187905571594,0.007838813871140484,0.0011923762900261656,17,9,1,36,28,8,54,43,70,81,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05804148897312102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8395831690918675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03237534193501157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323218966004007,0.007838341624452344,0.0011919036924443308,36,17,1,28,9,8,43,81,54,70,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05823162770581046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393052844639066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03246308783028297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232187953957,0.007837066824660217,0.0011906292338688166,28,1,17,9,8,54,43,81,70,36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.058893300752769696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8386123081413782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032494391105852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
