F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.003303987112185185,0.009061999829191576,0.002454025604821205,4,28,8,12,7,19,25,14,3,11,0.0,0.0,0.0,0.01,0.6121646829613925,0.0,0.0,0.01,0.18095724930852658,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13687806773008093,0.0,0.0
-0.00330398952174339,0.009060936155092411,0.002452957111605632,8,4,28,11,25,7,14,19,3,12,0.0,0.0,0.0,0.01,0.6111674052391887,0.0,0.0,0.01,0.18402072164711158,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010005667239222108,0.0,0.0,0.1348062058744777,0.0,0.0
-0.003303986725466195,0.00905923722560751,0.002451263774675119,4,8,28,19,7,11,14,12,3,25,0.0,0.0,0.0,0.01,0.6114311390469755,0.0,0.0,0.01,0.1816816916012156,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13688716935180892,0.0,0.0
-0.003303995576216353,0.009069160514737499,0.002461169362304793,4,8,28,11,7,12,25,3,14,19,0.0,0.0,0.0,0.01,0.6127909060797335,0.0,0.0,0.01,0.18403938234826425,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01000107171976827,0.0,0.0,0.133168639852234,0.0,0.0
-0.0033039960998749378,0.009067083392198578,0.002459091192448702,4,8,28,14,12,11,19,3,7,25,0.0,0.0,0.0,0.01,0.6126951021396939,0.0,0.0,0.01,0.18281087565285367,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13449402220745246,0.0,0.0
-0.00330399432095021,0.009069624430538747,0.0024616357886383263,4,8,28,19,14,12,25,7,11,3,0.0,0.0,0.0,0.01,0.6133818276982912,0.0,0.0,0.01,0.18209781534497188,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13452035695673692,0.0,0.0
-0.0033039953618946745,0.009071342683557936,0.002463351959768587,8,4,28,12,11,3,14,19,7,25,0.0,0.0,0.0,0.01,0.613457508098173,0.0,0.0,0.01,0.183127259382403,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13341523251942397,0.0,0.0
-0.0033039888493834367,0.009059238992584357,0.0024512612938174835,8,4,28,11,12,7,19,3,25,14,0.0,0.0,0.0,0.01,0.6112124822939236,0.0,0.0,0.01,0.18253342216073246,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13625409554534407,0.0,0.0
-0.0033039962094925344,0.009069765383829835,0.002461772964844766,4,8,28,3,14,7,11,25,12,19,0.0,0.0,0.0,0.01,0.6130603664544454,0.0,0.0,0.01,0.18345659011386325,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13348304343169137,0.0,0.0
-0.0033039958971619477,0.00906953969279489,0.0024615478984709956,4,8,28,25,14,11,19,3,12,7,0.0,0.0,0.0,0.01,0.6128847715955267,0.0,0.0,0.01,0.18396561308218318,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1331496153222901,0.0,0.0
-0.003303995241807942,0.009067238592821242,0.002459248109205358,4,28,8,7,11,12,19,14,3,25,0.0,0.0,0.0,0.01,0.6128514272863287,0.0,0.0,0.01,0.18232248681036553,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1348260859033058,0.0,0.0
-0.0033039875641981387,0.009059722547381736,0.002451747418985459,4,8,28,19,25,7,12,14,3,11,0.0,0.0,0.0,0.01,0.6115197786293924,0.0,0.0,0.01,0.18171086661060365,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13676935476000396,0.0,0.0
