F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-0.00332321912685847,0.007838194129888839,0.001191755876171899,17,1,28,43,36,70,9,54,8,81,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.058551826394317184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393189412350155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212923237066728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323218984083172,0.007838267856926245,0.0011918298887599013,17,28,70,9,43,8,81,54,1,36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05826675935186658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8392639689743572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032469271673776376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323219147250488,0.007837889933157632,0.001191451638656656,17,70,9,28,36,8,43,54,81,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05870643657606471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8391523176981659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03214124572576939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232186360830454,0.007837450728444367,0.0011910134562782757,17,9,28,36,81,43,70,8,54,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05841273182983824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387126569012814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032874611268880354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033224621169029335,0.007840823059533679,0.001195898825727812,9,17,70,1,28,81,8,18,43,36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05712954808055891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8415287475385934,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03134170438084776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323219112794422,0.007838277957358692,0.0011918397317698482,17,28,9,70,8,54,43,81,1,36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05853123354880397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393733355665225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320954308846736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323193542627644,0.00783812721084717,0.0011917401255918815,17,28,43,1,70,9,36,8,81,54,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.058096926969774525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8391388210318681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032732815465329315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.010031436533028047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323217579618545,0.007838027598283203,0.0011915924390461141,17,28,70,9,36,43,1,54,8,81,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05816256171705406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8390493916081864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278324184096571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010004804833793826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0033232184780755177,0.007838021825280941,0.0011915848691299057,17,9,36,1,28,81,43,54,8,70,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05800580895942983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8389805459642572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033013645076313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003323218525704742,0.007838231489601392,0.0011917944381919072,17,70,28,9,1,8,43,54,81,36,0.0,0.010001561352339141,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0584095262267741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839293888623275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03229490233375338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000121463858406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
