F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.003303967960521324,0.0090619969584199,0.002454061037377252,4,8,28,19,25,7,11,12,14,3,0.0,0.0,0.0,0.01,0.6106672229410924,0.0,0.0,0.01,0.18680086363656725,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.010004591930230039,0.0,0.0,0.0,0.0,0.0,0.010023475181527302,0.0,0.0,0.13250384631058307,0.0,0.0
-0.003303978545683704,0.0090818598940216,0.0024739028026541914,4,8,28,11,12,7,14,3,25,19,0.0,0.0,0.0,0.01,0.6153515195284615,0.0,0.0,0.01,0.183863962590082,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13078451788145667,0.0,0.0
-0.0033039919150949938,0.009062407499075727,0.002454423668885739,4,8,28,25,19,3,14,11,7,12,0.0,0.0,0.0,0.01,0.6119059957622812,0.0,0.0,0.01,0.1822790366932986,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010002106601729333,0.0,0.0,0.13581286094269085,0.0,0.0
-0.00330399315540203,0.009067946163521568,0.002459959852717508,4,28,8,7,12,25,14,3,11,19,0.0,0.0,0.0,0.01,0.6131625142323894,0.0,0.0,0.01,0.18165777478926592,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13517971097834458,0.0,0.0
-0.003303989105292434,0.009059131564708126,0.0024511533541232574,4,28,8,25,11,14,12,7,19,3,0.0,0.0,0.0,0.01,0.6110806329733071,0.0,0.0,0.01,0.18296342793441722,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13595593909227577,0.0,0.0
-0.0033039680201578147,0.009067770085412772,0.002459834045097142,4,8,28,11,25,7,14,12,3,19,0.0,0.0,0.0,0.01,0.6121760888522507,0.0,0.0,0.010006342942832086,0.18537594368054916,0.0,0.0,0.010021229343179958,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010004131477784298,0.0,0.0,0.13241626370340384,0.0,0.0
-0.003303994099187011,0.009070625216131008,0.002462637017756986,4,8,28,19,11,7,25,14,12,3,0.0,0.0,0.0,0.01,0.6129254997869238,0.0,0.0,0.01,0.1846435232716614,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13243097694141492,0.0,0.0
-0.0033039804760558672,0.009057687342240056,0.0024497263901283213,4,25,8,28,12,19,11,7,3,14,0.0,0.0,0.0,0.01,0.6113361917820934,0.0,0.0,0.01,0.1808568922373244,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1378069159805822,0.0,0.0
-0.0033039733824333636,0.009065848095512226,0.0024579013306454994,4,28,8,25,11,7,14,12,19,3,0.0,0.0,0.0,0.01,0.6122153354234577,0.0,0.0,0.01,0.18377616144061684,0.0,0.0,0.010006777026154592,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010060749398655299,0.0,0.0,0.13394097671111554,0.0,0.0
-0.0033039442082495665,0.009070353795708584,0.0024624653792094504,4,8,28,25,19,11,12,14,3,7,0.0,0.0,0.0,0.01,0.6132127011183851,0.0,0.0,0.01,0.18344363002286737,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01001216893124223,0.0,0.0,0.0,0.0,0.0,0.010147839523987076,0.0,0.0,0.13318366040351826,0.0,0.0
-0.0033039493746016063,0.009076212462757595,0.002468313713554382,4,8,28,25,11,19,12,14,3,7,0.0,0.0,0.0,0.010011674174723505,0.6145326829412014,0.0,0.0,0.01,0.18278789935544645,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01009962335690321,0.0,0.0,0.13256812017172545,0.0,0.0
