F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.003594454528066322,0.008416008784485677,0.0012270997283530334,33,81,41,88,1,13,42,35,22,75,0.0,0.010054792677810783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010022810946163148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2335102480256858,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2344267817672405,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3163098388335481,0.0,0.0,0.0,0.0,0.0,0.0,0.15567552774955176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944790807133113,0.008418059394471045,0.0012291012330444223,81,41,33,1,88,13,42,75,22,35,0.0,0.01001017151681638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000592509863007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23179413966507018,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2305740805795052,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3213215538713346,0.0,0.0,0.0,0.0,0.0,0.0,0.1562994618574106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594478936318739,0.008412796341726725,0.001223838469089247,41,33,81,88,1,22,13,75,42,35,0.0,0.010019298586815096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23330907753938648,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2318848981697004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31663706112399304,0.0,0.0,0.0,0.0,0.0,0.0,0.1581496645801051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944789908299263,0.008412086838784178,0.0012231288571243261,41,81,88,33,1,22,42,13,75,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23026411592451804,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23454315488893746,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3168228742239634,0.0,0.0,0.0,0.0,0.0,0.0,0.1583698549625811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944686198996277,0.00841155069717874,0.0012226134573794848,33,41,88,81,1,13,75,42,35,22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010018973327725377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23225550765190775,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2318062280926921,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3169020807702952,0.0,0.0,0.0,0.0,0.0,0.0,0.1590172101573795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594495852908929,0.008417852871568734,0.0012288611657508756,33,81,41,88,22,13,1,42,75,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010001637567913169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23205647278528105,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2329227825511167,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31937947912520354,0.0,0.0,0.0,0.0,0.0,0.0,0.15563962797048556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944726822199195,0.008412758685979163,0.0012238133215393247,81,41,33,88,1,13,22,75,42,35,0.0,0.010013520057369246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010008561356086366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23101342443911183,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23242395917249375,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3180437016053945,0.0,0.0,0.0,0.0,0.0,0.0,0.15849683336954437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035938977275411506,0.008421029325454969,0.0012332338703726674,81,33,88,41,13,1,75,22,92,42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337934827683619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23247679822829284,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31699226503878547,0.0,0.0,0.0,0.0,0.0,0.0,0.15673745396455988,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
-0.0035944537456784617,0.008410379138057488,0.0012214716467005644,81,41,88,33,1,75,13,22,42,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23192628293766734,0.0,0.010019853882220051,0.0,0.0,0.0,0.0,0.0,0.23242100347503863,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010007196142711207,0.0,0.0,0.0,0.0,0.0,0.3161875712338704,0.0,0.0,0.0,0.0,0.0,0.0,0.15943809232849232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944801760366633,0.008412017898647789,0.0012230575465744628,33,41,81,88,22,13,35,75,1,42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23196419508476473,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23512020277064316,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3150552116923398,0.0,0.0,0.0,0.0,0.0,0.0,0.15786039045225234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
