F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.0004608377969267407,0.002094073623696441,0.0011723980298429595,29,20,27,6,17,25,9,23,15,30,0.0,0.0,0.0,0.0,0.0,0.0,0.061991521897356225,0.0,0.0,0.013704324768799946,0.0,0.0,0.0,0.0,0.0,0.012092994071382469,0.0,0.016333051392993365,0.0,0.0,0.016084710956828892,0.0,0.0,0.01541112390935359,0.0,0.01410780425598862,0.0,0.03707267804826155,0.0,0.8032017906990354,0.01
-0.0003142585532997209,0.0025614243474981918,0.00193290724089875,24,27,16,14,6,17,28,2,23,25,0.0,0.0,0.011042042917700038,0.0,0.0,0.0,0.02160664613024504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02643601606035967,0.0,0.05300051252024517,0.01867578256603106,0.0,0.0,0.0,0.0,0.0,0.011125364120745627,0.7115936082045649,0.01,0.0,0.12560906586716775,0.010910961612940803,0.0,0.0
-0.0006949806976624448,0.0031202792808913303,0.0017303178855664406,5,11,9,21,14,22,23,15,26,20,0.0,0.0,0.0,0.0,0.0,0.19590260483948768,0.0,0.0,0.0,0.47127559841998656,0.0,0.04267157685238779,0.0,0.0,0.028444863716916423,0.012674083874464146,0.0,0.0,0.0,0.0,0.011603755973310922,0.049952964808827674,0.13415622968613192,0.02298691418415957,0.0,0.0,0.030331407644327388,0.0,0.0,0.0,0.0
-0.001455939894462218,0.004256541391068735,0.0013446616021442989,8,30,5,24,11,27,0,15,14,7,0.018583455863244003,0.0,0.0,0.0,0.0,0.087240168572081,0.0,0.01,0.4007628139450771,0.0,0.0,0.015914346542327915,0.0,0.0,0.018510941650694,0.025209813380006017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033550212861771275,0.0,0.0,0.01916368162550619,0.0,0.0,0.37106456555929257
-0.0004273028387262827,0.0021363782779589818,0.0012817726005064163,21,12,9,14,2,17,29,25,22,6,0.0,0.0,0.027242242261603968,0.0,0.0,0.0,0.01,0.0,0.0,0.04192640581140981,0.0,0.0,0.033763794419331424,0.0,0.033485190161474436,0.0,0.0,0.012039319552865742,0.0,0.0,0.0,0.8033570247681516,0.0120419232626764,0.0,0.0,0.010637450096882035,0.0,0.0,0.0,0.015506649665604645,0.0
-7.212331924992045e-05,0.002448282915854057,0.002304036277354216,5,18,22,25,19,23,7,14,6,20,0.0,0.0,0.0,0.0,0.0,0.7590401263461686,0.011108576300025319,0.016464752109094566,0.0,0.0,0.0,0.0,0.0,0.0,0.01757398431659023,0.0,0.0,0.0,0.0735380709504094,0.02001147623803244,0.01109799896939313,0.0,0.05247314083570559,0.012494273283889225,0.0,0.026197600650691613,0.0,0.0,0.0,0.0,0.0
-0.0006622506879428127,0.00225068977601122,0.0009261884001255944,29,12,15,16,20,30,26,3,25,28,0.0,0.0,0.0,0.01719782173849544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17764011985793182,0.0,0.0,0.1886980741133454,0.037395952991414294,0.0,0.0,0.0,0.016765278718198804,0.0,0.0,0.0,0.0,0.019617599404850895,0.0294226266970588,0.0,0.019719053480841634,0.4827792422255226,0.010764230772340292
-0.0013853817524337021,0.00468625789820515,0.0019154943933377458,7,2,10,8,17,21,5,20,3,23,0.0,0.0,0.020753983297617556,0.01,0.0,0.011221335860922898,0.0,0.8880999433676492,0.011267905475402717,0.0,0.010075171005724899,0.0,0.0,0.0,0.0,0.0,0.0,0.017457798107167626,0.0,0.0,0.01,0.011123862885515177,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.002681444501883787,0.007470756285764154,0.0021078672819965795,4,17,7,14,30,10,25,2,5,18,0.0,0.0,0.036918711088868614,0.0,0.5359372353706816,0.03038294646995566,0.0,0.11748379974905342,0.0,0.0,0.06409910960870863,0.0,0.0,0.0,0.07032867856351922,0.0,0.0,0.022475505294560008,0.028499225156640925,0.0,0.0,0.0,0.0,0.0,0.0,0.06719576949669664,0.0,0.0,0.0,0.0,0.026679019201315088
-0.0006351582895753881,0.003205439678428469,0.0019351230992776926,9,0,7,11,14,25,2,16,6,29,0.014366496065325973,0.0,0.010311928764361529,0.0,0.0,0.0,0.01,0.0173178239676353,0.0,0.8646086060040812,0.0,0.016103426226865093,0.0,0.0,0.02838999513890615,0.0,0.011007873348569144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017893850484255645,0.0,0.0,0.0,0.01,0.0
-0.0004395962434435544,0.0020958512885907014,0.0012166588017035926,0,21,27,26,29,22,15,16,4,5,0.41518553929531243,0.0,0.0,0.0,0.01778137247405676,0.01192630686013423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04796989494630131,0.013870902237407922,0.0,0.0,0.0,0.0,0.22770830486223723,0.07187092093107794,0.0,0.0,0.0,0.1312398059638677,0.027012727699836356,0.0,0.03543422472976811,0.0
-0.0008502669994364926,0.0033079951334643275,0.0016074611345913423,16,18,3,14,10,22,12,27,28,0,0.011131964459797035,0.0,0.0,0.07532004137882467,0.0,0.0,0.0,0.0,0.0,0.0,0.01464277527723036,0.0,0.031788642381803164,0.0,0.020194901910026486,0.0,0.3447378178241359,0.0,0.43285573760644114,0.0,0.0,0.0,0.03763803433511897,0.0,0.0,0.0,0.0,0.013884220041817892,0.017805864784804396,0.0,0.0
-0.0006115556347729776,0.002611267483715879,0.0013881562141699237,11,2,10,20,8,21,27,9,15,28,0.0,0.0,0.28316020426315025,0.0,0.0,0.0,0.0,0.0,0.016598164231011358,0.017189576393709986,0.06067806156527216,0.09445326385170537,0.0,0.0,0.0,0.012957940592305511,0.0,0.0,0.0,0.0,0.45748864079781576,0.014710675825919567,0.0,0.0,0.0,0.0,0.0,0.03276347247911026,0.01,0.0,0.0
-0.0012779406543864122,0.004091278605516389,0.0015353972967435648,30,7,9,13,17,25,0,26,10,11,0.017306072879807136,0.0,0.0,0.0,0.0,0.0,0.0,0.6111477322664297,0.0,0.1033879262237514,0.01,0.01,0.0,0.05591657638742414,0.0,0.0,0.0,0.03652921444322307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017477150248627723,0.011439364759220815,0.0,0.0,0.0,0.12679596279151595
-0.0005895087029230139,0.00314294436673403,0.001963926960888002,9,24,0,6,29,18,11,20,7,3,0.025908145455505363,0.0,0.0,0.013829450775575033,0.0,0.0,0.04277365201950212,0.011599719974238702,0.0,0.771868945817728,0.0,0.011524540803806153,0.0,0.0,0.0,0.0,0.0,0.0,0.014564337632584572,0.0,0.011650489297936979,0.0,0.0,0.0,0.08415537843985858,0.0,0.0,0.0,0.0,0.012125339783264601,0.0
-0.0012557572606174926,0.004343715310291729,0.0018322007890567435,24,3,19,7,28,26,25,8,13,20,0.0,0.0,0.0,0.19324729520450334,0.0,0.0,0.0,0.056636183597391115,0.017227519781811546,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.4255519767351102,0.01,0.0,0.0,0.0,0.2081814372576003,0.027029270607028928,0.012241139897620268,0.0,0.03988517691893449,0.0,0.0
-0.0008177152706024004,0.0033662503900907304,0.0017308198488859296,23,17,30,28,19,22,16,7,1,8,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.013388867748403057,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020384181590997467,0.07220416693364955,0.0,0.029480168953738832,0.0,0.0,0.032283919943643505,0.604072935926854,0.0,0.0,0.0,0.0,0.01304177296059007,0.0,0.19514398594212365
-0.00037080662683075527,0.0022073210004594467,0.0014657077467979361,20,16,21,6,13,26,18,30,29,14,0.0,0.0,0.0,0.0,0.0,0.0,0.4004609372062383,0.0,0.0,0.0,0.0,0.0,0.0,0.03876902877411204,0.01,0.0,0.21189661610075664,0.0,0.01463072185998258,0.0,0.2618965271670624,0.02640016542612241,0.0,0.0,0.0,0.0,0.014085890196729348,0.0,0.0,0.011005951271996097,0.010854161997000247
-0.001356028566566008,0.004554954227612233,0.0018428970944802166,22,19,7,20,23,4,14,0,16,24,0.013225375874752286,0.0,0.0,0.0,0.011174889139385727,0.0,0.0,0.04127643925555888,0.0,0.0,0.0,0.0,0.0,0.0,0.016451757133974333,0.0,0.013631621452514826,0.0,0.0,0.12645899222312665,0.021528548978379056,0.0,0.7170501063284613,0.02920226961384681,0.01,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006568321583888989,0.0024103878201319866,0.0010967235033541888,27,16,1,14,29,6,26,25,28,24,0.0,0.022585647004382443,0.0,0.0,0.0,0.0,0.014782488368102815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01322552700146449,0.0,0.032111653352574786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011011154026258576,0.011010031768737756,0.8632687434465462,0.01,0.012004755031932844,0.0
-0.0008373034298622138,0.0031650933697239462,0.0014904865099995186,23,30,19,9,16,27,20,14,11,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032360682764130094,0.0,0.013280316682125683,0.0,0.0,0.012048476234601454,0.0,0.025814604181778084,0.0,0.01,0.017481808644861676,0.014448158379946743,0.0,0.0,0.46583245452071104,0.0,0.0,0.0,0.01103373571174936,0.0,0.0,0.3976997628800958
-0.0003096312953128484,0.002562048509974503,0.0019427859193488063,6,5,24,0,26,29,12,20,9,11,0.050282699697201255,0.0,0.0,0.0,0.0,0.03793045979267249,0.8009396643269263,0.0,0.0,0.01092458112487307,0.0,0.01,0.012158967954250786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013301713200853021,0.0,0.0,0.0,0.031305005452694205,0.0,0.018770656057445982,0.0,0.0,0.014386252393083002,0.0
-0.0008540088210295571,0.0028866992167355747,0.0011786815746764605,15,4,16,3,11,1,13,19,24,12,0.0,0.11905290392224528,0.0,0.29926090053681625,0.02825258350334376,0.0,0.0,0.0,0.0,0.0,0.0,0.06293417991611806,0.01,0.039917846603839055,0.0,0.09357436812188674,0.31963533669223554,0.0,0.0,0.017371880703515252,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
-0.000806933495692286,0.003729388019740391,0.002115521028355819,23,10,18,19,30,29,5,15,9,27,0.0,0.0,0.0,0.0,0.0,0.02233996045362709,0.0,0.0,0.0,0.011310783692658442,0.024352130605437075,0.0,0.0,0.0,0.0,0.012789254426601874,0.0,0.0,0.039116893460638756,0.07358605308114459,0.0,0.0,0.0,0.7580417638828438,0.0,0.0,0.0,0.01,0.0,0.026373837673739964,0.022089322723308442
-0.0005266258355686821,0.0029467928735331193,0.001893541202395755,6,11,24,8,3,26,25,22,12,16,0.0,0.0,0.0,0.04901485466874251,0.0,0.0,0.7999432082335803,0.0,0.02476994042689746,0.0,0.0,0.020391701335635226,0.011413997751631997,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.015727838616004734,0.0,0.030607024060619673,0.022032729747971852,0.0160987051589163,0.0,0.0,0.0,0.0
-0.0019280126710100871,0.005677934215672271,0.0018219088736520963,8,15,11,13,7,6,3,24,9,18,0.0,0.0,0.0,0.014302843535348915,0.0,0.0,0.017409012943046268,0.06879071023875742,0.6032487510618526,0.016696018005712302,0.0,0.044745625004060235,0.0,0.14326966739218513,0.0,0.05843585671260628,0.0,0.0,0.011727382233695268,0.0,0.0,0.0,0.0,0.0,0.021374132872735555,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009926690766692515,0.0034425958248052485,0.0014572576714667457,16,22,10,4,6,29,20,21,17,28,0.0,0.0,0.0,0.0,0.2340661858709927,0.0,0.0867322745447897,0.0,0.0,0.0,0.03095326454381292,0.0,0.0,0.0,0.0,0.0,0.5240345473012423,0.01,0.0,0.0,0.011080312956872502,0.011082714986051916,0.06968570758365927,0.0,0.0,0.0,0.0,0.0,0.01,0.01236499221257867,0.0
-0.0024591658196595027,0.006815694189340037,0.0018973625500210323,22,3,4,9,28,17,7,27,8,10,0.0,0.0,0.0,0.12111737661719675,0.36270455327263434,0.0,0.0,0.019561019991870265,0.012184978852655962,0.014568247641976409,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.012312984068348513,0.0,0.0,0.0,0.0,0.4179874220864735,0.0,0.0,0.0,0.0,0.013150294418856226,0.01641312304998814,0.0,0.0
-0.0011963262759034621,0.00356611869191293,0.0011734661401060058,28,15,0,16,14,20,7,8,12,2,0.023932190582979452,0.0,0.01230724396566271,0.0,0.0,0.0,0.0,0.03577524854400064,0.026063706022541128,0.0,0.0,0.0,0.020713898908252003,0.0,0.062459196159665394,0.030487549889675628,0.08704133770558418,0.0,0.0,0.0,0.4150744881669097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28614514005472913,0.0,0.0
-0.0016402037579135924,0.004491652505360778,0.001211244989533593,11,28,9,20,12,17,16,21,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.010907933168725997,0.0,0.0,0.29287383852963794,0.0,0.08155239464240184,0.05236028637339748,0.011869920158206381,0.0,0.0,0.020744511199316397,0.011193031420336912,0.0,0.0,0.04726626133921808,0.013005238626883634,0.0,0.0,0.0,0.0,0.0,0.0,0.45822658454187554,0.0,0.0
