F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.0035944346516416903,0.008416852892985454,0.001227983589702073,81,88,33,13,41,22,19,42,75,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23292397615987276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2362321350973347,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3146986228377679,0.0,0.0,0.0,0.0,0.0,0.0,0.15614526590502467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944851307249718,0.008412449324738945,0.0012234790632890014,41,81,33,88,1,22,75,42,35,13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23163455574947137,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23223116863773816,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000255172813687,0.0,0.0,0.0,0.0,0.0,0.317532737646158,0.0,0.0,0.0,0.0,0.0,0.0,0.15860128279381888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944901681530398,0.008417621197067631,0.0012286408607615517,88,81,33,41,22,42,75,13,35,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010006484130985798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23409765221979298,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23142487055110167,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31871034259878095,0.0,0.0,0.0,0.0,0.0,0.0,0.1557606504993387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944904630354573,0.00841472541739551,0.0012257444913245953,88,41,81,33,1,22,13,75,42,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310737585460369,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23489014307506575,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31724494060557507,0.0,0.0,0.0,0.0,0.0,0.0,0.15679115777332228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944935581830938,0.008415461129637454,0.0012264740132712666,41,33,81,88,1,22,13,42,75,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23310688271059332,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2315502659005086,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31833240685944436,0.0,0.0,0.0,0.0,0.0,0.0,0.15701044452945384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944324148172563,0.008415139759904254,0.0012262749302697415,33,81,22,41,88,13,1,42,75,19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23179242607727013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23161639813656085,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31794898109604725,0.0,0.0,0.0,0.0,0.0,0.0,0.15864219469012172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944433230881943,0.008423041019496104,0.001234154373319715,81,41,33,88,22,75,42,13,19,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.010008192269569272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23340672436095003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23405041929992834,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3188857748597904,0.0,0.0,0.0,0.0,0.0,0.0,0.15364888920976189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944860746719553,0.00841251964892568,0.0012235474995817707,33,88,1,81,22,41,13,42,75,35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23338932758034303,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23247649302912085,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.3160207833770263,0.0,0.0,0.0,0.0,0.0,0.0,0.15811339601350988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0035944794799584734,0.008411384548383995,0.0012224255884670486,88,33,81,41,1,13,22,35,42,75,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010004027154654252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23220384792606025,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23264347924077391,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31627667879300425,0.0,0.0,0.0,0.0,0.0,0.0,0.1588719668855073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003594486355072871,0.008415653286644231,0.0012266805764984897,81,41,33,88,1,22,35,42,13,75,0.0,0.010022739272643112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231842390183862,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23358258095866902,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.31801434846505533,0.0,0.0,0.0,0.0,0.0,0.0,0.15653794111977062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
