F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-0.0009947690397427568,0.0025474545851426693,0.0005579165056571559,31,59,15,44,18,21,37,49,58,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13504049499895313,0.0,0.0,0.013149852970895397,0.0,0.0,0.03493254715655354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05622553595972456,0.0,0.0,0.0,0.0,0.0,0.0640611763559826,0.0,0.0,0.0,0.0,0.0,0.0,0.021602417662684656,0.0,0.0,0.0,0.0,0.018926788675236637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017771954244204996,0.6282892319757646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0013429255621032238,0.003252634677275347,0.0005667835530688992,25,48,1,22,6,50,34,68,31,71,0.0,0.02475603248097293,0.0,0.0,0.0,0.0,0.02650501027430361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162830076623527,0.0,0.0,0.5741090595726952,0.0,0.0,0.0,0.0,0.0,0.011869531178598874,0.0,0.0,0.018699695607468893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12028129775669247,0.0,0.03443162573193788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015568356142721614,0.0,0.0,0.010949314631081553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0008312099975963958,0.0020785072947067332,0.00041608729951394174,60,86,5,33,23,19,55,29,24,62,0.0,0.0,0.0,0.0,0.0,0.03711842399144608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05611717256732974,0.0,0.0,0.0,0.2531033161771206,0.010834064206278783,0.0,0.0,0.0,0.0,0.01682093745763012,0.0,0.0,0.0,0.052145232598483485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07509578295888103,0.0,0.0,0.0,0.0,0.1810295272706679,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30773554277216225,0.0,0.0
-0.002061265089268661,0.004687618624184503,0.0005650884456471804,17,0,49,80,46,19,10,35,62,36,0.12326113052123804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04246587078830074,0.0,0.0,0.0,0.0,0.0,0.0,0.4000864356613521,0.0,0.042452889661620585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018616529591148748,0.01213600477268967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10360461260590961,0.0,0.0,0.2055551499265684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011527258125741402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04029411834543079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0016615885525220447,0.003781317722017697,0.0004581406169736077,26,85,9,88,87,36,38,14,64,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03445652063353667,0.0,0.0,0.032668037455853415,0.0,0.02939905461415704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34025275738328026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24398952084694225,0.0,0.02627928935486553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018536830109907698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06973591686340942,0.0,0.060006884253566956,0.14467518848448083
-0.00224865181123699,0.005503256103136073,0.001005952480662094,21,9,78,74,59,51,70,2,24,18,0.0,0.0,0.010997781476002125,0.0,0.0,0.0,0.0,0.0,0.0,0.7309157931756475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.098928435554748,0.0,0.0,0.01099889012208657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012551749884785987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013745468845600491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010578131760455182,0.0,0.0,0.0,0.025221729417830345,0.0,0.0,0.0,0.07606201976284385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0010624056721227936,0.0029871609970050705,0.0008623496527594834,28,77,2,51,15,34,33,53,50,43,0.0,0.0,0.7529443222060127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03332852335942869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04135439031695692,0.0,0.0,0.0,0.0,0.015796044445832134,0.016999004132971264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013101124337349578,0.0,0.0,0.0,0.0,0.0,0.0,0.025305189324252943,0.04611627106961008,0.0,0.013836368470083496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04121876233750223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009751829988600487,0.0023178238525822627,0.0003674578548621654,87,31,38,1,74,51,27,39,75,83,0.0,0.0792901879877694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014715776102807231,0.0,0.0,0.0,0.23546255857893866,0.0,0.0,0.0,0.0,0.0,0.0,0.3282902260123692,0.01909901723812823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02002018007197088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22707491112714703,0.011437113391788193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010975487990665514,0.0,0.0,0.0,0.05363454149841567,0.0
-0.0009067879868092342,0.002751036542748506,0.0009374605691300376,67,7,37,44,86,23,33,39,47,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35745134410898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01336052101194872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01445981113335032,0.0,0.0,0.0,0.015632411772151224,0.0,0.01340409704119356,0.0,0.0,0.0,0.0,0.01861325843437527,0.0,0.0,0.012095837765701575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5319765396397413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.013006179092558032,0.0,0.0
-0.000560840063758577,0.002100738644116493,0.0009790585165993391,59,27,76,32,11,68,48,23,25,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011120372128683342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01283855140219673,0.0,0.012991827843842358,0.0,0.6612636991633284,0.0,0.0,0.0,0.0,0.04323061318828921,0.0,0.0,0.011981844003363105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013742103731972615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19648908589060562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963667115521748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016705231492501124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
